Name,Type,Version,Date Appear,Author,Solve Date
imgproc: refactor EMD to reduce C-API usage,category: imgproc,4.10.0,2024-04-22 09:38:07+00:00,mshabunin,2024-04-24 11:28:32+00:00
Replace opencv_face_detector with YuNet in js_face_recognition sample,category: samples,4.10.0,2024-04-22 08:09:28+00:00,WanliZhong,2024-04-22 13:03:33+00:00
5.x core: sync changes that drop some member functions in class hfloat,category: core,5.0,2024-04-22 06:52:18+00:00,fengyuentau,2024-04-22 11:10:22+00:00
April24,invalid,Not specified,2024-04-20 18:20:29+00:00,AradhyaMohta,2024-04-22 13:29:16+00:00
Comments for parser denylist,test,5.0,2024-04-20 16:42:43+00:00,Abdurrahheem,2024-04-22 13:31:15+00:00
Change opencv_face_detector related tests and samples from caffe to onnx ,test,5.0,2024-04-19 14:42:46+00:00,WanliZhong,2024-05-08 12:49:10+00:00
5.x merge 4.x,Uncategorized,5.0,2024-04-19 11:02:19+00:00,asmorkalov,2024-04-22 11:06:31+00:00
imgcodecs: tiff: test: ASSERT_NO_THROW() for imwrite/imread,test,4.10.0,2024-04-19 10:27:26+00:00,Kumataro,2024-04-22 06:55:14+00:00
Added int support for OpenVINO dnn backend,port/backport done,5.0,2024-04-19 10:18:59+00:00,alexlyulkov,2024-05-15 08:51:59+00:00
Add face detection model YuNet to the main repo,Uncategorized,Not specified,2024-04-19 09:28:58+00:00,kaingwade,2024-04-24 14:13:09+00:00
opencv dnn failed to call `onnx::ReduceSum` on five-dims.,bug,4.10.0,2024-04-19 07:37:44+00:00,ausk,2024-04-20 05:20:02+00:00
Implement Numpy 2.0 support in Python bindings,feature,4.10.0,2024-04-19 07:08:49+00:00,asmorkalov,2024-06-03 09:04:03+00:00
core: fix `Core_GEMM.accuracy` failure on recent macOS,bug,4.10.0,2024-04-19 06:26:57+00:00,fengyuentau,2024-04-19 08:36:31+00:00
imgcodecs: jpeg: refactoring for JpegEncoder,category: imgproc,4.10.0,2024-04-19 06:08:33+00:00,Kumataro,2024-04-22 13:38:00+00:00
imgcodecs: jpeg: refactoring JpegEncoder with/without libjpeg turbo,feature,Not specified,2024-04-19 06:05:13+00:00,Kumataro,2024-04-22 13:38:02+00:00
Fix build for Windows: bad var names in testdata generator,category: build/install,5.0,2024-04-19 02:17:47+00:00,savuor,2024-04-19 06:31:01+00:00
Perf tests for SVD and solve() created,test,4.10.0,2024-04-18 15:45:41+00:00,savuor,2024-04-27 11:33:13+00:00
cv::rotate is not covered by performance and accuracy tests,feature,4.10.0,2024-04-18 14:57:08+00:00,asmorkalov,2024-05-25 08:23:33+00:00
Add acuracy test for box filter with and without normalization,feature,4.10.0,2024-04-18 14:44:29+00:00,asmorkalov,2024-05-25 08:25:52+00:00
Remove unnecessary FIXIT section in grfmt_tiff.cpp,category: imgcodecs,4.10.0,2024-04-18 12:42:07+00:00,vrabaud,2024-04-19 10:00:27+00:00
apps: createsamples: fix comment to remove last backslash,Uncategorized,4.10.0,2024-04-18 11:10:56+00:00,Kumataro,2024-04-18 15:11:07+00:00
Integrate ARM KleidiCV as OpenCV HAL,optimization,4.10.0,2024-04-18 08:51:17+00:00,asmorkalov,2024-05-16 12:29:07+00:00
Conformance test denylist reduce,test,5.0,2024-04-18 08:35:30+00:00,Abdurrahheem,2024-04-18 14:22:56+00:00
Cannot compile opencv5 sample on windows,bug,5.0,2024-04-17 19:36:43+00:00,LaurentBerger,2024-04-19 13:09:57+00:00
imgproc: sync boundingRect function with 5.x,category: imgproc,4.10.0,2024-04-17 19:16:21+00:00,mshabunin,2024-04-18 06:33:50+00:00
imgproc: approx C-API cleanup,category: imgproc,4.10.0,2024-04-17 19:04:38+00:00,mshabunin,2024-04-18 06:38:14+00:00
change fcn8s-heavy-pascal tests from caffe to onnx,test,4.10.0,2024-04-17 15:43:58+00:00,WanliZhong,2024-05-03 08:13:13+00:00
Can't get useful results with segmentation sample.,category: dnn,Not specified,2024-04-17 13:28:41+00:00,WanliZhong,2024-04-17 14:26:15+00:00
Replaced caffe model with onnx for colorization sample,category: samples,5.0,2024-04-17 13:16:20+00:00,gursimarsingh,2024-04-18 15:15:06+00:00
Bump libwebp to v1.4.0,category: 3rdparty,4.10.0,2024-04-17 12:38:18+00:00,vrabaud,2024-04-17 14:13:41+00:00
imgproc: contours C-API cleanup,category: imgproc,4.10.0,2024-04-17 11:52:16+00:00,mshabunin,2024-04-17 13:15:05+00:00
Added FaceDetectorYN to OpenCV JS API,feature,4.10.0,2024-04-17 10:00:25+00:00,asmorkalov,2024-04-19 07:12:17+00:00
Drop float16_t alias in 5.x after 4.x merge,cleanup,5.0,2024-04-17 07:49:21+00:00,asmorkalov,2024-04-17 09:40:08+00:00
CI pipeline with Windows 10 ARM64 for 5.x,category: build/install,5.0,2024-04-17 07:46:08+00:00,asmorkalov,2024-04-22 12:56:08+00:00
Make finding corner neighbor symmetrical in ChessBoardDetector::findQuadNeighbors,feature,4.11.0,2024-04-16 23:14:07+00:00,MaximSmolskiy,2024-06-10 06:42:56+00:00
features2d: reduce accuracy test avg memory consumption,test,4.10.0,2024-04-16 15:07:08+00:00,mshabunin,2024-04-17 11:19:06+00:00
Calibrate hand eye datatype fix,bug,4.10.0,2024-04-16 13:36:39+00:00,LuukvandenBent,2024-04-22 08:12:29+00:00
(5.x) Merge 4.x,Uncategorized,5.0,2024-04-16 13:17:18+00:00,asmorkalov,2024-04-16 17:49:11+00:00
calibrateHandEye does not work when inputting CV_32F Rodriguess matrices,bug,4.10.0,2024-04-16 12:58:37+00:00,LuukvandenBent,2024-04-23 10:27:05+00:00
0/1D test for `BatchNorm` layer,test,5.0,2024-04-16 09:21:51+00:00,Abdurrahheem,2024-04-23 09:03:40+00:00
Fix race condition in InternalFFMpegRegister initialization.,bug,4.10.0,2024-04-16 08:01:08+00:00,vrabaud,2024-04-17 13:58:10+00:00
(4.x) Merge 3.4,Uncategorized,5.0,2024-04-15 10:14:46+00:00,opencv-alalek,2024-04-16 06:39:15+00:00
Improving the drawing cpp sample to draw shapes based on user input,category: samples,5.0,2024-04-15 10:09:01+00:00,gursimarsingh,2024-04-16 09:48:19+00:00
Fixed ONNX range layer,bug,4.10.0,2024-04-15 07:48:51+00:00,alexlyulkov,2024-04-17 06:38:21+00:00
Correct inpainting floating point values with Telea's algorithm,bug,4.10.0,2024-04-14 23:15:50+00:00,Linaname,2024-04-16 09:16:36+00:00
Refactor DNN module to build with cudnn 9,category: gpu/cuda (contrib),4.10.0,2024-04-14 21:11:14+00:00,ZelboK,2024-05-28 06:54:08+00:00
REPRODUCER: Reshape strange behavior,pr: reproducer,Not specified,2024-04-14 08:32:50+00:00,Abdurrahheem,2024-04-24 11:26:01+00:00
0/1D test for tile layer,test,5.0,2024-04-13 11:51:49+00:00,Abdurrahheem,2024-05-14 16:34:04+00:00
imgproc: doc: fix arrow symbols in header,category: documentation,4.10.0,2024-04-12 22:27:08+00:00,Kumataro,2024-04-15 06:06:14+00:00
feat: use numeric dtype for MatLike instead of generic,bug,4.10.0,2024-04-12 12:19:05+00:00,VadimLevin,2024-04-13 08:06:58+00:00
feat: add PrivacyInfo file to iOS framework,category: build/install,4.10.0,2024-04-12 11:16:37+00:00,VadimLevin,2024-04-13 08:01:49+00:00
Inpainting floating point values with Telea's algorithm gives unexpected results.,bug,4.10.0,2024-04-12 10:55:12+00:00,MK-3PP,2024-04-16 09:17:26+00:00
There was an error in the code comment,bug,Not specified,2024-04-12 03:16:50+00:00,1873505600,2024-04-18 15:11:08+00:00
Handle top and left border masked pixels correctly in inpaint method,bug,4.10.0,2024-04-11 23:55:06+00:00,Linaname,2024-04-17 08:26:57+00:00
imgproc: doc: emoji doesn't work at section command (doxygen limitation),bug,4.10.0,2024-04-11 21:02:01+00:00,Kumataro,2024-04-15 06:06:15+00:00
HOG in OpenCL mode slower than it should be because internally it uses CPU resize with INTER_LINEAR_EXACT,Uncategorized,Not specified,2024-04-11 16:23:35+00:00,jkomonen,2024-04-11 16:24:45+00:00
New HAL API for remap,optimization,4.10.0,2024-04-11 12:58:29+00:00,asmorkalov,2024-04-17 11:14:22+00:00
Added HAL function for popular bit-exact branch of GaussianBlur with sigma=0,optimization,4.10.0,2024-04-11 12:14:29+00:00,asmorkalov,2024-04-17 11:24:17+00:00
imgproc: add 512mb tag for FindContours.accuracy test,test,4.10.0,2024-04-11 11:43:47+00:00,mshabunin,2024-04-11 15:34:52+00:00
Fix dnn plugin build win32,category: build/install,4.10.0,2024-04-11 11:16:11+00:00,susumu-iino,2024-04-12 08:05:34+00:00
Extend HAL with ThresholdOtsu function,feature,Not specified,2024-04-11 05:40:05+00:00,asmorkalov,2024-05-02 17:50:09+00:00
Extend HAL with remap function,feature,Not specified,2024-04-11 05:39:15+00:00,asmorkalov,2024-04-25 13:50:18+00:00
core: persistence: use hfloat instead of float16_t,category: core,4.10.0,2024-04-10 20:21:59+00:00,Kumataro,2024-04-11 05:34:49+00:00
1/0D test padding layer,test,5.0,2024-04-10 18:22:45+00:00,Abdurrahheem,2024-05-15 07:26:26+00:00
Inpaint method does not handle top and left border masked pixels correctly,bug,4.10.0,2024-04-10 13:23:36+00:00,MK-3PP,2024-04-17 08:26:59+00:00
Fixed jpeg-turbo diagnostics and build options in default configuration.,category: imgcodecs,4.10.0,2024-04-10 13:21:54+00:00,asmorkalov,2024-04-13 08:10:36+00:00
Rename remaining float16_t for future proof,category: core,4.10.0,2024-04-10 09:51:17+00:00,fengyuentau,2024-04-11 11:02:44+00:00
Removed old C API usage in new findContours implementation,category: imgcodecs,4.10.0,2024-04-10 08:21:41+00:00,asmorkalov,2024-04-10 09:48:12+00:00
(5.x) Merge 4.x,Uncategorized,5.0,2024-04-10 08:03:35+00:00,asmorkalov,2024-04-10 13:30:43+00:00
Added experimental build for Windows ARM64 to CI.,CI/CD: GitHub Actions (GHA),4.10.0,2024-04-10 07:27:26+00:00,asmorkalov,2024-04-10 07:44:05+00:00
Fix mesh loading for texture coordinates and face indices,bug,5.0,2024-04-10 02:13:57+00:00,savuor,2024-04-16 07:20:44+00:00
Fixing code example on js image display documentation,category: documentation,4.10.0,2024-04-09 21:11:20+00:00,gmatheu,2024-04-10 06:21:08+00:00
calib3d: increased AP3P test threshold for RISC-V platform,test,4.10.0,2024-04-09 20:55:13+00:00,mshabunin,2024-04-10 05:39:19+00:00
Fix unaligned filters + increase test thresholds (5.x),port/backport done,5.0,2024-04-09 20:50:55+00:00,mshabunin,2024-04-10 06:33:10+00:00
Move Charuco/Calib tutorials and samples to main repo,category: documentation,4.10.0,2024-04-09 20:03:56+00:00,AleksandrPanov,2024-04-16 09:14:33+00:00
Update IPP integration,optimization,4.10.0,2024-04-09 15:26:34+00:00,eplankin,2024-04-15 10:03:44+00:00
Orbbec 3d cameras no longer work on Windows and Ubuntu,Uncategorized,Not specified,2024-04-09 13:58:24+00:00,kaingwade,2024-04-11 07:03:31+00:00
Supress build warnings on Win32 for ARM,category: build/install,4.10.0,2024-04-09 09:59:11+00:00,asmorkalov,2024-04-10 06:50:30+00:00
Unexpected erroe when invoke cv2.calibrateCamera,bug,Not specified,2024-04-09 00:27:37+00:00,beanduan22,2024-04-09 10:40:34+00:00
Unexpected error report when invoke cv2.cornerMinEigenVal,question (invalid tracker),Not specified,2024-04-08 23:43:06+00:00,beanduan22,2024-04-15 06:48:47+00:00
Add a shape checker for tflite models,test,4.10.0,2024-04-08 13:34:58+00:00,CNOCycle,2024-04-08 15:58:41+00:00
Added tests for adaptiveThreshold and sepFilter2D,test,4.10.0,2024-04-08 13:08:23+00:00,alexlyulkov,2024-04-09 08:51:00+00:00
Resolve valgrind warnings,test,5.0,2024-04-08 06:36:59+00:00,dkurt,2024-04-08 09:48:59+00:00
Remove unnecessary floating point literal,category: imgproc,4.10.0,2024-04-08 06:12:23+00:00,UnaNancyOwen,2024-04-08 09:52:21+00:00
Unexpected error when invoke cv2.correctMatches,bug,Not specified,2024-04-08 00:35:00+00:00,beanduan22,2024-04-09 10:42:54+00:00
Take first suitable neighbor in ChessBoardDetector::findQuadNeighbors,category: calib3d,4.10.0,2024-04-07 17:28:01+00:00,MaximSmolskiy,2024-04-15 11:37:41+00:00
imgproc: fix unaligned memory access in filters and Gaussian blur,bug,4.10.0,2024-04-07 16:45:33+00:00,mshabunin,2024-04-09 14:44:37+00:00
Node [Range@ai.onnx] blob should have integer type,bug,5.0,2024-04-07 15:54:37+00:00,LaurentBerger,2024-04-19 13:10:22+00:00
Further optimize fastDepthwiseConv for RISC-V Vector.,optimization,4.10.0,2024-04-07 07:34:31+00:00,hanliutong,2024-04-09 13:04:03+00:00
Unexpected error report when invoke cv2.calibrateCameraROExtended,bug,Not specified,2024-04-07 03:24:32+00:00,beanduan22,2024-04-09 10:42:34+00:00
Unexpected error report when invoke cv2.calibrateCameraRO,bug,Not specified,2024-04-07 03:23:05+00:00,beanduan22,2024-04-09 10:42:18+00:00
Unexpecr error report when invoke cv2.initCameraMatrix2D,bug,Not specified,2024-04-07 03:18:09+00:00,beanduan22,2024-04-09 10:41:53+00:00
Added and tested yolov8m model.,category: samples,4.10.0,2024-04-07 01:12:23+00:00,cabelo,2024-04-09 13:56:07+00:00
"core: doc: add note for countNonZero, hasNonZero and findNonZero",category: documentation,4.10.0,2024-04-07 00:27:29+00:00,Kumataro,2024-04-08 15:47:58+00:00
Add cv::currentUIFramework,feature,4.10.0,2024-04-06 20:15:59+00:00,LaurentBerger,2024-04-19 10:38:17+00:00
typo in env_reference.markdown,bug,4.10.0,2024-04-06 18:09:22+00:00,LaurentBerger,2024-04-06 18:55:52+00:00
core: persistence: output reals as human-friendly expression.,category: core,4.10.0,2024-04-06 00:31:05+00:00,Kumataro,2024-04-10 12:17:15+00:00
opencv5 caffe,bug,Not specified,2024-04-05 14:01:05+00:00,LaurentBerger,2024-04-18 14:58:22+00:00
GTK3 getWindowProperty for  cv::WND_PROP_VISIBLE  not implemented,feature,Not specified,2024-04-05 13:13:38+00:00,LaurentBerger,2024-04-19 13:10:36+00:00
cv::countNonZero /documentation/ add remark about using cv::hasNonZero,category: documentation,4.10.0,2024-04-05 13:08:56+00:00,nji9nji9,2024-04-08 15:47:59+00:00
Extend OpenCV HAL with bilaterialFilter,feature,Not specified,2024-04-05 09:52:53+00:00,asmorkalov,2024-04-11 06:15:16+00:00
HAL interface for bilaterialFilter,optimization,4.10.0,2024-04-05 09:51:19+00:00,asmorkalov,2024-04-11 06:15:15+00:00
HAL interface for transpose2d.,optimization,4.10.0,2024-04-05 08:58:37+00:00,asmorkalov,2024-04-09 06:03:13+00:00
support CXX compiler detection in CMake for visual studio 2022 preview,category: build/install,Not specified,2024-04-05 08:54:27+00:00,pattakosn,2024-04-12 08:01:56+00:00
"Add definition ""_USE_MATH_DEFINES"" for the dnn plugin of Win32 build",category: build/install,4.10.0,2024-04-05 08:40:18+00:00,susumu-iino,2024-04-07 09:51:27+00:00
Update doc CSS to fit MathJAX formula in table,category: documentation,5.0,2024-04-05 08:02:19+00:00,dkurt,2024-04-06 10:28:16+00:00
Extend OpenCV HAL with transpose,feature,Not specified,2024-04-05 04:24:05+00:00,asmorkalov,2024-04-09 06:03:14+00:00
SVD and cv::solve() are not covered with performance tests,test,Not specified,2024-04-04 14:14:40+00:00,asmorkalov,2024-04-27 11:33:14+00:00
Resolve valgrind issue in 3d module,bug,5.0,2024-04-04 12:50:30+00:00,dkurt,2024-04-04 15:01:24+00:00
Raise priority of HAL implementation for GaussianBlur,optimization,4.10.0,2024-04-04 12:26:47+00:00,asmorkalov,2024-04-05 10:42:46+00:00
Added option to dump v4l2 test frame from virtual camera,test,4.10.0,2024-04-04 09:02:30+00:00,asmorkalov,2024-04-05 10:19:28+00:00
[Feture request] Use libjpeg-turbo to decode JPEG,question (invalid tracker),Not specified,2024-04-04 03:51:57+00:00,ternaus,2024-04-04 10:20:28+00:00
"Added int tests for Const, Concat, ScatterND, NaryEltwise, Arg, Blank layers",category: dnn,5.0,2024-04-03 15:47:45+00:00,alexlyulkov,2024-04-05 06:58:06+00:00
Expose HAVE_WIN32UI HAVE_GTK HAVE_COCOA HAVE_WAYLAND  in cvconfig.,feature,4.10.0,2024-04-03 15:26:40+00:00,LaurentBerger,2024-04-19 10:38:18+00:00
Resolve out of bound write in RNG::fill,bug,5.0,2024-04-03 15:21:49+00:00,dkurt,2024-04-04 11:21:50+00:00
Resolve valgrind issue at QRCode detector,bug,4.10.0,2024-04-03 14:00:20+00:00,dkurt,2024-04-04 07:22:25+00:00
Export TIFF compression options as API and git rid of tiff.h.,category: imgcodecs,4.10.0,2024-04-03 11:31:04+00:00,asmorkalov,2024-04-04 08:05:17+00:00
Fix broken js build after moving HaarCascades to contrib,category: documentation,5.0,2024-04-03 10:32:50+00:00,kaingwade,2024-04-27 11:37:41+00:00
Update highgui+HighGui.java,category: java bindings,4.10.0,2024-04-03 06:58:18+00:00,sepperliu,2024-04-04 07:23:25+00:00
Skip InferList.TestStreamingInfer,test,4.10.0,2024-04-03 06:24:23+00:00,dkurt,2024-04-22 08:43:25+00:00
[BugFix] dnn (ONNX): Foce dropping constant inputs in `parseClip` if they are shared,category: dnn,4.10.0,2024-04-03 04:31:59+00:00,fengyuentau,2024-04-03 12:56:59+00:00
fix for IPP 2021.10 with OneAPI 2024,category: build/install,4.10.0,2024-04-03 00:47:29+00:00,junxnone,2024-04-19 08:55:17+00:00
Ownership check in TFLite importer,bug,4.10.0,2024-04-02 15:08:59+00:00,dkurt,2024-04-03 06:41:40+00:00
Failed dnn test: Test_TFLite.fully_connected (OCV/CPU),bug,4.10.0,2024-04-02 12:36:34+00:00,dkurt,2024-04-03 06:41:41+00:00
Not-normalized output from findHomography,category: calib3d,4.10.0,2024-04-02 10:23:22+00:00,dkurt,2024-04-29 11:35:15+00:00
HAL RVV 0.7.1,optimization,4.11.0,2024-04-02 06:20:14+00:00,MaximMilashchenko,2024-06-06 12:31:59+00:00
fix build of dynamic framework for visionos,category: build/install,4.10.0,2024-04-01 14:32:09+00:00,utibenkei,2024-04-10 13:50:38+00:00
5.x merge 4.x,Uncategorized,5.0,2024-04-01 14:26:58+00:00,asmorkalov,2024-04-02 14:55:31+00:00
geometry cpp sample combining other shape detection samples,category: samples,5.0,2024-04-01 12:06:55+00:00,gursimarsingh,2024-04-16 07:13:35+00:00
[macOS] test case `Core_GEMM.accuracy` fails on recent macOS,bug,4.10.0,2024-04-01 07:51:34+00:00,fengyuentau,2024-04-19 08:36:32+00:00
fix download file hash value mismatch issue,category: build/install,4.10.0,2024-04-01 02:33:28+00:00,zzuliys,2024-04-01 08:44:57+00:00
Feature/mac,Uncategorized,Not specified,2024-04-01 02:22:21+00:00,zzuliys,2024-04-01 02:23:44+00:00
imgcodecs: jpeg: (test) fix condition to compare rgb and cmyk jpeg,bug,4.10.0,2024-03-30 05:11:24+00:00,Kumataro,2024-03-30 08:42:34+00:00
OrbbecSDK md5 check fails,bug,4.10.0,2024-03-29 20:38:54+00:00,akretz,2024-04-01 08:44:58+00:00
Support Transpose op in TFlite,feature,4.10.0,2024-03-29 14:21:22+00:00,CNOCycle,2024-05-15 17:07:25+00:00
Skip InferROI.TestStreamingInfer as unstable as it hangs on CI time-to-time,test,4.10.0,2024-03-29 08:34:50+00:00,asmorkalov,2024-03-29 12:54:52+00:00
Fixed HAL invocation for DCT.,bug,4.10.0,2024-03-29 07:56:33+00:00,asmorkalov,2024-03-30 08:03:58+00:00
Einsum OpenVINO backend,optimization,4.10.0,2024-03-29 07:08:41+00:00,dkurt,2024-03-29 12:54:26+00:00
werid error while compiling in mingw msys2 opencv (sorry if i its newbie mistake),question (invalid tracker),Not specified,2024-03-29 01:26:44+00:00,wowzie22,2024-03-29 12:33:10+00:00
i keep getting this error while compiling my program using:msys2 mingw64 and opencv ( i am a still a newbie in this stuff so sorry if my problem is too dumb ),Uncategorized,Not specified,2024-03-28 21:34:08+00:00,wowzie22,2024-03-29 01:24:51+00:00
Use cvtColor() for Bayer image color demosaicing with V4L2_PIX_FMT_SGRBG8,category: videoio,4.10.0,2024-03-28 15:48:26+00:00,catree,2024-04-04 08:57:19+00:00
"Cross-compiling qnx opencv 4.7.0 with FFmpeg, zlib and network related errors are reported",bug,Not specified,2024-03-28 11:54:46+00:00,15934113650,2024-03-29 08:41:53+00:00
core: Add cgroupsv2 support to parallel.cpp,feature,4.10.0,2024-03-28 11:53:35+00:00,johnteslade,2024-03-30 08:26:24+00:00
