Name,Type,Version,Date Appear
ORB rejecting keypoints detected by SURF when they are close to the edge of the image.,bug,Not specified,2023-12-12 15:22:05+00:00
VideoCapture with CAP_ANDROID generates RGB frames instead of BGR,bug,4.11.0,2023-12-12 07:42:39+00:00
Unify build.gradle generation for Android projects,category: build/install,4.11.0,2023-12-12 06:18:46+00:00
Java multi-threaded call to org.opencv.imgproc.Imgproc.findContours causes the runtime environment to crash,bug,Not specified,2023-12-11 08:31:31+00:00
calibrateCameraCharuco assertion failure fabs(sc) > DBL_EPSILON,bug,Not specified,2023-12-10 11:24:07+00:00
Decrease min box size in icvGetQuadrangleHypotheses,category: calib3d,4.11.0,2023-12-08 16:23:01+00:00
Problems with adding OpenCV to Android Studio project,bug,Not specified,2023-12-07 11:37:02+00:00
How to prohibit changing the aspect ratio of opencv window?,feature,Not specified,2023-12-07 09:28:35+00:00
prefix in pc file not correct,category: build/install,Not specified,2023-12-06 08:34:02+00:00
VitTracker return all BB and scores,feature,4.11.0,2023-12-05 13:18:39+00:00
Floating point exception when qrcode.detect...,bug,4.11.0,2023-12-05 03:13:24+00:00
HoughLinesPointSet not work,Uncategorized,Not specified,2023-12-04 08:22:41+00:00
"If there is no stream,Video capture hanging the application and not returning any value.",Uncategorized,Not specified,2023-12-04 07:19:08+00:00
undefined symbol: google::protobuf,bug,Not specified,2023-11-30 13:55:41+00:00
remap with maps as vectors rather than coordinates.,feature,4.11.0,2023-11-27 19:03:22+00:00
cuda::remap() returns different results from cv::remap(),bug,Not specified,2023-11-27 18:09:37+00:00
"Extand primitive core operations to support new types: CV_16BF, CV_Bool, CV_64U, CV_64S and CV_32U",feature,5.0,2023-11-23 06:33:51+00:00
crash when using CvVideoCamera,bug,Not specified,2023-11-22 07:50:16+00:00
OPENCV_FFMPEG_WRITER_OPTIONS aren't executed by ffmpeg backend,bug,Not specified,2023-11-21 17:54:58+00:00
change binarization in findChessboardCorners(),category: calib3d,4.11.0,2023-11-20 16:04:54+00:00
Cannot load the paddleocr v3 model after converted to onnx,bug,4.11.0,2023-11-20 10:27:55+00:00
Realsense Camera: Cannot open camera and Camera out of index,bug,Not specified,2023-11-16 04:26:04+00:00
(-215:Assertion failed) inv_scale_x > 0 in function 'resize',category: imgproc,Not specified,2023-11-16 03:15:47+00:00
VideoCapture not working on Android. Missing Availability of Pre-Built OpenCV Android SDK with FFmpeg,feature,Not specified,2023-11-15 11:36:28+00:00
Unable to load ONNX model,incomplete,Not specified,2023-11-15 08:53:31+00:00
VideoWriter quality property causes open to fail,question (invalid tracker),Not specified,2023-11-15 07:06:36+00:00
eigen2cv data type conversion,feature,Not specified,2023-11-14 11:46:04+00:00
Thread sanitizer reports data race in imencode for JPEG format,bug,4.11.0,2023-11-14 03:50:10+00:00
Data Race in BFMatcher::knnMatch Function,bug,Not specified,2023-11-13 10:24:36+00:00
Implemented ocl INTER_LINEAR_EXACT resize,optimization,4.11.0,2023-11-13 07:08:53+00:00
No mechanism to specify per-architecture CPU_DISPATCH for universal macOS builds,bug,Not specified,2023-11-10 16:56:13+00:00
cv2.error: OpenCV(4.8.1) /io/opencv/modules/dnn/src/onnx/onnx_importer.cpp:1083: error: (-2:Unspecified error) in function 'handleNode',bug,Not specified,2023-11-10 14:42:59+00:00
Vector Subscript out of range 4.7.0,Uncategorized,Not specified,2023-11-10 08:54:37+00:00
"save the same frame use opencv and ffmpeg,   the image pixls is difference",question (invalid tracker),Not specified,2023-11-09 08:36:53+00:00
"i want use opencv with jdk 17 at android platform, what should i do ?",question (invalid tracker),Not specified,2023-11-09 01:00:35+00:00
Error While Building Opencv 4.7 from source in windows 10,question (invalid tracker),Not specified,2023-11-07 11:30:08+00:00
windows7 install opencv with cuda error,question (invalid tracker),Not specified,2023-11-07 09:17:35+00:00
Java cv::dnn::TextDetectionModel_DB error Expression: vector subscript out of range,bug,Not specified,2023-11-07 08:37:34+00:00
OpenGL support (drawing functions).,feature,Not specified,2023-11-07 02:35:52+00:00
Opencv OpenGL support ,category: documentation,Not specified,2023-11-07 00:41:42+00:00
Missing HAVE_OPENMP in cvconfig.h,bug,Not specified,2023-11-03 20:06:49+00:00
Refactor file I/O for optimization and Unicode support,feature,5.0,2023-11-03 10:41:33+00:00
"When running the C++OpenCV code on RK3588 hardware, the program was able to run normally before, but would occasionally crash at some point. The Log showed that the error occurred in the   CV::Mat::Copyto.::upload functiong",bug,Not specified,2023-11-03 09:44:39+00:00
Levenberg-Marquardt API Custom Step Function,feature,Not specified,2023-11-02 07:51:17+00:00
Enabling OpenEXR after python module import,feature,Not specified,2023-10-30 18:12:55+00:00
[opencv-python] `cv2.split` changed output type from `list` to `tuple` in 4.5.4.58,bug,Not specified,2023-10-30 15:00:23+00:00
Java HighGui.waitKey Erratically Ignores Key Presses,bug,Not specified,2023-10-29 18:06:25+00:00
OpenCV Java SDK not building in React Native app as Native Module: android packages and symbols not existing,bug,Not specified,2023-10-25 09:39:39+00:00
fix race condition in oclCvtColorBGR2HSV (color_hsv.dispatch.cpp) by using  a mutex,bug,4.11.0,2023-10-24 11:52:00+00:00
Use static thread_local instead of a function scope static variables in oclCvtColorBGR2HSV (color_hsv.dispatch.cpp),bug,Not specified,2023-10-24 11:45:32+00:00
STMAP exporter,feature,Not specified,2023-10-23 14:14:54+00:00
"DNN test_cumsum ""conformance"" test fails in 5.x branch",bug,5.0,2023-10-23 08:39:24+00:00
why opencv change minAreaRect returned angle from -90~0 to 0~90,duplicate,Not specified,2023-10-23 02:24:58+00:00
fix findContours in SimpleBlobDetector,bug,Not specified,2023-10-20 14:00:55+00:00
Your platform doesn't suppport hardware accelerated AV1 decoding. Failed to get pixel format.,bug,Not specified,2023-10-20 05:05:00+00:00
Res10_300x300_ssd_iter_140000_fp16 github,category: documentation,Not specified,2023-10-19 11:58:29+00:00
Consider QRCode ECI encoding,category: objdetect,Not specified,2023-10-18 20:07:22+00:00
java opencv_imgproc.getPerspectiveTransform mat；A fatal error has been detected by the Java Runtime Environment,bug,Not specified,2023-10-18 07:20:12+00:00
Partially ported dnn resize_layer to T-API,optimization,Not specified,2023-10-16 14:05:48+00:00
Partially porting dnn resize_layer to T-API,feature,Not specified,2023-10-16 13:30:12+00:00
VideoCapture add support for byte buffer  ,feature,Not specified,2023-10-13 15:13:07+00:00
Problem with cv2.triangulatePoints,bug,4.11.0,2023-10-12 18:43:26+00:00
Flipped Faces Resulting in Inconsistent Feature Generation in SFacerecognizer.aligncrop(),bug,Not specified,2023-10-12 06:53:35+00:00
SimpleBlobDetector finds incorrect blob center for inverted image,bug,4.11.0,2023-10-11 21:45:10+00:00
G-API: Introduce some classic CV ops via OV backend,Uncategorized,Not specified,2023-10-10 06:48:23+00:00
"opencv-python tutorials: mention ""pip install opencv-python""",category: documentation,Not specified,2023-10-04 19:42:19+00:00
Test for Core_DotProduct.accuracy fails on RISC-V RVV,bug,4.11.0,2023-10-04 09:46:18+00:00
Survey: Open-Source Documentation for Newcomers,category: documentation,Not specified,2023-09-28 19:29:57+00:00
[security] Automated releases,feature,Not specified,2023-09-27 20:18:15+00:00
changed UMataData allocatorContext to OpenCLExecutionContext,feature,4.11.0,2023-09-27 07:16:32+00:00
Unable to disable Opencv FFMPEG error logs,question (invalid tracker),Not specified,2023-09-26 06:07:35+00:00
"Exception: OpenCV(4.8.0) /home/ci/opencv/modules/imgproc/src/filterengine.hpp:367: error: (-215:Assertion failed) anchor.inside(Rect(0, 0, ksize.width, ksize.height)) in function 'normalizeAnchor'",question (invalid tracker),Not specified,2023-09-24 17:57:05+00:00
Possible to install conflicting versions of opencv alongside each other,question (invalid tracker),Not specified,2023-09-21 08:34:59+00:00
Promote colorspace information from decoder to swscale in FFmpeg backend,category: videoio,Not specified,2023-09-18 14:19:36+00:00
videoio inferace write return void,bug,4.11.0,2023-09-18 13:37:27+00:00
cv::dnn::blobFromImage() used in C++ show different performance on windows and liunx platforms,optimization,Not specified,2023-09-15 08:46:33+00:00
OpenCV Python import issue on Windows 10,question (invalid tracker),Not specified,2023-09-15 07:19:55+00:00
MSER type result are differents according to vector shape,bug,Not specified,2023-09-14 20:37:50+00:00
Cast with incorrect alignment,category: build/install,4.11.0,2023-09-13 14:36:39+00:00
"Linux,centos7,opencv4.7.0,videoCapture.isOpened() always is false!",invalid,Not specified,2023-09-13 11:54:28+00:00
Cannot read multi spectral tiff images,feature,Not specified,2023-09-12 11:51:55+00:00
[docs] Canny edge detector: `L2Gradient=True` arg description seems to not perfectly match the code,category: imgproc,Not specified,2023-09-07 15:32:21+00:00
BackgroundSubtractorKNN does not respect a zero learning rate (same with GSOC and LSBP),bug,Not specified,2023-09-05 12:50:43+00:00
"""ImportError: DLL load failed while importing cv2: The specified module could not be found"" when install fiftyone",bug,Not specified,2023-09-04 17:11:40+00:00
"Error ""Invalid SOS parameters for sequential JPEG"" when use opencv-python",wontfix,Not specified,2023-09-01 09:38:19+00:00
Ubuntu20.04 opencv-5.4.3+ AARCH64-Linux-G ++(version 7.4.1) cross-compilation environment was built and failed to be configured using cmake-gui,category: build/install,Not specified,2023-08-31 09:24:08+00:00
Pointcloud Compression Implementation in 3d module.,GSoC,5.0,2023-08-27 08:30:50+00:00
Add fuzztests,Uncategorized,Not specified,2023-08-24 11:55:51+00:00
"I can't find struct ""IplImage"" in iOS version 4.6 ",question (invalid tracker),Not specified,2023-08-24 08:44:52+00:00
android static libs zlib missing,bug,Not specified,2023-08-23 09:03:42+00:00
VideoCapture: wrong colors with BT2020 (HDR) colorspace videos,bug,4.11.0,2023-08-22 08:40:07+00:00
Invalid memory access when writing CV_8U FFV1 videos,wontfix,Not specified,2023-08-21 14:53:43+00:00
about nvidia MIG,question (invalid tracker),Not specified,2023-08-21 08:12:02+00:00
The opencv dnn module with cuda can't work correctly,bug,Not specified,2023-08-18 08:57:35+00:00
AVFoundation as the VideoCapture backend API will `read()` out weird frame data.,bug,4.11.0,2023-08-17 07:15:55+00:00
Different coefficient in cubic resize,feature,Not specified,2023-08-16 14:00:26+00:00
Segmentation fault when mixing with Blender #371,bug,Not specified,2023-08-15 19:10:35+00:00
Opencv barcode::detect does not work for these two image.,bug,Not specified,2023-08-15 06:47:33+00:00
The fisheye module does not contain a solvePnP() function,feature,Not specified,2023-08-14 10:04:47+00:00
Add resizeOnnx,RFC,5.0,2023-08-13 11:20:51+00:00
GaussianBlur Performance Difference between OpenCV 3.3.0 and OpenCV 4.7.0,question (invalid tracker),Not specified,2023-08-09 15:27:44+00:00
DNN inference is using 3.5 time more memory for 4.8.0 when compared to 4.5.2,optimization,4.11.0,2023-08-09 12:11:21+00:00
cv::compare() and cv::cuda::compare() might give different result,bug,Not specified,2023-08-08 14:10:37+00:00
Memory Leak with CascadeClassifier,bug,Not specified,2023-08-08 08:03:19+00:00
Disable TrueType in OpenCV 5.x during CMake compilation,feature,5.0,2023-08-07 22:45:57+00:00
Inconsistent charuco board detection,bug,4.11.0,2023-08-07 12:57:31+00:00
RFC `cuda::Stream` - documentation issue and usage inconsistency,Uncategorized,Not specified,2023-08-07 12:52:25+00:00
OpenCV4.8.0 dnn can not load fp16 onnx model which converts from onnxmltools,bug,Not specified,2023-08-05 03:12:43+00:00
countNonZero returns 286361601 for 112x1 Mat_,bug,5.0,2023-08-04 22:11:30+00:00
cv::warpAffine function and cv::transform have different results,question (invalid tracker),Not specified,2023-08-04 15:57:13+00:00
Remap function in INTER_NEAREST case,bug,Not specified,2023-08-04 10:01:08+00:00
cv2.imread and cv2.imwrite automatically convert ICC profile from ProPhoto RGB to sRGB ,feature,Not specified,2023-08-02 09:11:21+00:00
Sobel XandY-combining for performance,feature,Not specified,2023-08-01 20:04:25+00:00
udp streaeming using gstreamer opencv and video writer,question (invalid tracker),Not specified,2023-08-01 11:58:16+00:00
Non-deterministic behavior in cv2.distanceTransform(),bug,Not specified,2023-08-01 03:20:57+00:00
cv.detail.leaveBiggestComponent creates nested lists,bug,Not specified,2023-07-30 05:32:55+00:00
cv::warpAffine A bug suspected to be dues to some limit of variables,bug,Not specified,2023-07-29 11:08:59+00:00
MultiBandBlender loss of fine details,feature,Not specified,2023-07-28 15:54:14+00:00
Data race in cv::resize,category: 3rdparty,Not specified,2023-07-26 14:05:39+00:00
[GSoC23] Support of mixed model in stereo calibration and multi-view calibration,category: calib3d,Not specified,2023-07-24 18:30:40+00:00
"Add ""initUndistortRectifyMap()"" but for a sparse array of points",feature,Not specified,2023-07-24 16:00:25+00:00
[G-API] Failed OV tests from CI,bug,Not specified,2023-07-24 12:31:25+00:00
cv2.error: OpenCV(4.8.0) /io/opencv/modules/dnn/src/net_impl.cpp:279: error: (-204:Requested object was not found) Layer with requested id=-1 not found in function 'getLayerData',incomplete,Not specified,2023-07-23 02:43:46+00:00
cv::Videowriter with Lagarith+avi impossible?,question (invalid tracker),Not specified,2023-07-20 15:45:03+00:00
Core_QR_Solver.accuracy64f test failed with ENABLE_FAST_MATH option,bug,Not specified,2023-07-19 09:50:32+00:00
Negative_Test/Rect_Test/*.Overflows fails for float and double with ENABLE_FAST_MATH option,bug,Not specified,2023-07-19 09:46:55+00:00
Core/HasNonZeroLimitValues.hasNonZeroLimitValues fails with ENABLE_FAST_MATH option,bug,Not specified,2023-07-19 09:05:10+00:00
Calib3d_SolvePnP.generic fails with ENABLE_FAST_MATH option,bug,Not specified,2023-07-19 08:53:32+00:00
cuda stream issue when using NVCUVID,bug,Not specified,2023-07-18 07:45:42+00:00
(Build opencv 4.4.0)fatal error: opencv2/hdf/hdf5.hpp: No such file or directory,bug,Not specified,2023-07-18 07:13:26+00:00
can't use cuda detect onnx,bug,Not specified,2023-07-15 08:34:47+00:00
Need the dependency maven for the version 4.8.0,feature,Not specified,2023-07-14 18:17:36+00:00
[Build OpenCV4.8.0] LNK2005 redefinition error when building highgui plugin,bug,Not specified,2023-07-14 13:02:57+00:00
"HOGDescriptor produces an unuseful error message ""vector<T> too long"" if the input image is too small.",bug,Not specified,2023-07-13 20:34:10+00:00
Unexpected Results with MatExpr and operator+=,bug,Not specified,2023-07-12 08:49:47+00:00
Test_Darknet_nets.YOLOv4x_mish/0 sporadically fails with Vulkan backend,bug,4.11.0,2023-07-12 06:33:51+00:00
NaN values in cv::fisheye::estimateNewCameraMatrixForUndistortRectify,bug,5.0,2023-07-10 22:56:10+00:00
gsoc2023 bytetrack project,category: video,4.11.0,2023-07-10 20:58:13+00:00
Documentation of Audio support,category: documentation,Not specified,2023-07-09 12:39:14+00:00
ios 4.8 Compilation error on Mac M1,bug,Not specified,2023-07-07 11:23:59+00:00
Import ONNX model error DNN module,bug,5.0,2023-07-05 14:18:01+00:00
Test_Caffe_layers.Concat/0 sporadically fails in Vulkan configuration,bug,4.11.0,2023-07-05 08:51:57+00:00
optimize Mat::setTo() with memset,optimization,Not specified,2023-07-04 11:55:28+00:00
stitching headers compiler warning,category: build/install,Not specified,2023-07-04 07:38:18+00:00
make cuda::GpuMatND compatible with InputArray/OutputArray,feature,Not specified,2023-07-03 16:31:07+00:00
OpenCV4.8.0 DNN inference speed reduced by 50%.,optimization,4.11.0,2023-07-03 09:50:49+00:00
